"Exp","DayOfImaging","Watering.Regime","Mean","NSFTV.ID"
"E2",20,"Low water",127548,"NSFTV_78"
"E3",14,"Control",247060,"NSFTV_78"
"E1",6,"Low water",55240,"NSFTV_78"
"E1",7,"Control",58973,"NSFTV_78"
"E3",1,"Low water",18192,"NSFTV_78"
"E3",2,"Control",25903,"NSFTV_78"
"E3",2,"Low water",21451,"NSFTV_78"
"E2",17,"Control",334325,"NSFTV_78"
"E2",17,"Low water",121861,"NSFTV_78"
"E2",18,"Control",417879,"NSFTV_78"
"E2",1,"Low water",26436,"NSFTV_78"
"E2",19,"Low water",125149,"NSFTV_78"
"E2",14,"Control",219184,"NSFTV_78"
"E1",11,"Low water",155347,"NSFTV_78"
"E2",21,"Control",588372,"NSFTV_78"
"E2",21,"Low water",130809,"NSFTV_78"
"E3",7,"Control",62321,"NSFTV_78"
"E3",7,"Low water",48881,"NSFTV_78"
"E3",8,"Control",75559,"NSFTV_78"
"E1",19,"Low water",223500,"NSFTV_78"
"E1",20,"Control",672363,"NSFTV_78"
"E1",20,"Low water",239710,"NSFTV_78"
"E1",3,"Low water",27677,"NSFTV_78"
"E3",10,"Control",118109,"NSFTV_78"
"E2",13,"Low water",105552,"NSFTV_78"
"E1",10,"Control",122352,"NSFTV_78"
"E1",10,"Low water",135302,"NSFTV_78"
"E1",12,"Control",186264,"NSFTV_78"
"E3",0,"Control",18286,"NSFTV_78"
"E3",0,"Low water",14992,"NSFTV_78"
"E3",14,"Low water",115556,"NSFTV_78"
"E3",15,"Control",290125,"NSFTV_78"
"E2",11,"Control",141707,"NSFTV_78"
"E2",11,"Low water",102012,"NSFTV_78"
"E2",12,"Control",155358,"NSFTV_78"
"E2",12,"Low water",102372,"NSFTV_78"
"E2",13,"Control",185860,"NSFTV_78"
"E2",6,"Control",69814,"NSFTV_78"
"E3",17,"Control",377147,"NSFTV_78"
"E3",17,"Low water",147579,"NSFTV_78"
"E2",2,"Control",30189,"NSFTV_78"
"E2",2,"Low water",31081,"NSFTV_78"
"E2",3,"Control",38992,"NSFTV_78"
"E3",1,"Control",21500,"NSFTV_78"
"E3",22,"Control",812428,"NSFTV_78"
"E3",22,"Low water",189122,"NSFTV_78"
"E2",16,"Low water",117683,"NSFTV_78"
"E1",2,"Low water",20970,"NSFTV_78"
"E1",3,"Control",21644,"NSFTV_78"
"E3",9,"Low water",70049,"NSFTV_78"
"E1",9,"Low water",109563,"NSFTV_78"
"E2",23,"Low water",145358,"NSFTV_78"
"E1",13,"Control",220606,"NSFTV_78"
"E2",14,"Low water",110126,"NSFTV_78"
"E2",15,"Control",246652,"NSFTV_78"
"E1",12,"Low water",169782,"NSFTV_78"
"E1",8,"Control",83229,"NSFTV_78"
"E1",13,"Low water",183848,"NSFTV_78"
"E2",22,"Control",635650,"NSFTV_78"
"E1",2,"Control",17733,"NSFTV_78"
"E2",23,"Control",719629,"NSFTV_78"
"E1",8,"Low water",87838,"NSFTV_78"
"E1",9,"Control",99293,"NSFTV_78"
"E2",5,"Low water",51645,"NSFTV_78"
"E3",19,"Low water",158623,"NSFTV_78"
"E3",20,"Control",623036,"NSFTV_78"
"E3",18,"Control",451754,"NSFTV_78"
"E3",19,"Control",545143,"NSFTV_78"
"E3",15,"Low water",126855,"NSFTV_78"
"E2",22,"Low water",136808,"NSFTV_78"
"E3",20,"Low water",164033,"NSFTV_78"
"E2",0,"Control",23156,"NSFTV_78"
"E3",16,"Low water",136013,"NSFTV_78"
"E3",18,"Low water",152857,"NSFTV_78"
"E3",8,"Low water",62059,"NSFTV_78"
"E3",9,"Control",95970,"NSFTV_78"
"E3",21,"Control",718565,"NSFTV_78"
"E2",0,"Low water",21278,"NSFTV_78"
"E2",16,"Control",283239,"NSFTV_78"
"E2",4,"Control",48767,"NSFTV_78"
"E3",16,"Control",327454,"NSFTV_78"
"E2",5,"Control",57827,"NSFTV_78"
"E2",3,"Low water",36790,"NSFTV_78"
"E3",21,"Low water",173651,"NSFTV_78"
"E2",4,"Low water",48074,"NSFTV_78"
"E2",15,"Low water",114656,"NSFTV_78"
"E3",12,"Control",159439,"NSFTV_77"
"E3",3,"Low water",31508,"NSFTV_77"
"E1",3,"Control",33234,"NSFTV_77"
"E1",2,"Control",23966,"NSFTV_77"
"E3",5,"Low water",44643,"NSFTV_77"
"E1",2,"Low water",23915,"NSFTV_77"
"E1",1,"Low water",19238,"NSFTV_77"
"E3",11,"Low water",125068,"NSFTV_77"
"E3",11,"Control",137253,"NSFTV_77"
"E3",6,"Control",46021,"NSFTV_77"
"E1",4,"Control",33199,"NSFTV_77"
"E2",3,"Low water",26545.5,"NSFTV_77"
"E1",3,"Low water",32292,"NSFTV_77"
"E2",23,"Low water",138202,"NSFTV_77"
"E3",1,"Low water",20727,"NSFTV_77"
"E3",12,"Low water",133827,"NSFTV_77"
"E3",10,"Low water",108779,"NSFTV_77"
"E2",4,"Low water",30113,"NSFTV_77"
"E2",16,"Control",143459,"NSFTV_77"
"E2",16,"Low water",109952.5,"NSFTV_77"
"E3",4,"Control",34240,"NSFTV_77"
"E3",3,"Control",26330,"NSFTV_77"
"E3",5,"Control",40078,"NSFTV_77"
"E2",18,"Low water",115825,"NSFTV_77"
"E2",19,"Control",211002.5,"NSFTV_77"
"E2",4,"Control",27260.5,"NSFTV_77"
"E3",1,"Control",19874,"NSFTV_77"
"E3",0,"Low water",15651,"NSFTV_77"
"E3",2,"Control",22696,"NSFTV_77"
"E3",2,"Low water",25859,"NSFTV_77"
"E3",9,"Low water",97029,"NSFTV_77"
"E2",22,"Low water",128520,"NSFTV_77"
"E2",23,"Control",289961.5,"NSFTV_77"
"E2",3,"Control",21337,"NSFTV_77"
"E3",4,"Low water",40775,"NSFTV_77"
"E2",2,"Low water",22666,"NSFTV_77"
"E2",18,"Control",190910.5,"NSFTV_77"
"E1",17,"Control",232130,"NSFTV_77"
"E2",5,"Control",35661.5,"NSFTV_77"
"E3",0,"Control",14718,"NSFTV_77"
"E3",13,"Low water",137066,"NSFTV_77"
"E2",14,"Low water",100823,"NSFTV_77"
"E2",15,"Control",126722.5,"NSFTV_77"
"E2",15,"Low water",105430.5,"NSFTV_77"
"E1",13,"Control",160324,"NSFTV_77"
"E3",21,"Control",700264,"NSFTV_77"
"E3",21,"Low water",177813,"NSFTV_77"
"E2",2,"Control",19014.5,"NSFTV_77"
"E2",17,"Low water",113509,"NSFTV_77"
"E3",17,"Control",371414,"NSFTV_77"
"E1",9,"Control",95201,"NSFTV_77"
"E1",17,"Low water",105988,"NSFTV_77"
"E3",13,"Control",193243,"NSFTV_77"
"E3",19,"Control",505518,"NSFTV_77"
"E3",19,"Low water",138393,"NSFTV_77"
"E3",20,"Control",573867,"NSFTV_77"
"E3",10,"Control",108766,"NSFTV_77"
"E3",9,"Control",79071,"NSFTV_77"
"E1",0,"Control",16503,"NSFTV_77"
"E1",0,"Low water",16247,"NSFTV_77"
"E2",17,"Control",163618.5,"NSFTV_77"
"E3",16,"Low water",121557,"NSFTV_77"
"E3",22,"Control",762533,"NSFTV_77"
"E3",22,"Low water",148659,"NSFTV_77"
"E1",9,"Low water",72175,"NSFTV_77"
"E3",6,"Low water",51770,"NSFTV_77"
"E1",4,"Low water",35106,"NSFTV_77"
"E1",5,"Control",41507,"NSFTV_77"
"E3",14,"Control",222675,"NSFTV_77"
"E3",20,"Low water",138754,"NSFTV_77"
"E3",15,"Control",279125,"NSFTV_77"
"E3",15,"Low water",127517,"NSFTV_77"
"E3",16,"Control",323764,"NSFTV_77"
"E1",1,"Control",19826,"NSFTV_77"
"E1",14,"Control",181187,"NSFTV_77"
"E2",9,"Low water",61627.5,"NSFTV_77"
"E1",8,"Low water",68005,"NSFTV_77"
"E1",15,"Low water",106105,"NSFTV_77"
"E1",16,"Control",213129,"NSFTV_77"
"E2",12,"Low water",85346,"NSFTV_77"
"E2",13,"Control",120212,"NSFTV_77"
"E2",13,"Low water",93366.5,"NSFTV_77"
"E3",14,"Low water",139332,"NSFTV_77"
"E1",12,"Low water",95666,"NSFTV_77"
"E2",22,"Control",264516,"NSFTV_77"
"E2",0,"Low water",14962,"NSFTV_77"
"E1",13,"Low water",100411,"NSFTV_77"
"E2",1,"Low water",19228,"NSFTV_77"
"E2",8,"Low water",54925,"NSFTV_77"
"E2",9,"Control",60776,"NSFTV_77"
"E2",10,"Low water",68439.5,"NSFTV_77"
"E2",11,"Control",85092.5,"NSFTV_77"
"E2",19,"Low water",118345,"NSFTV_77"
"E2",20,"Control",243261,"NSFTV_77"
"E3",7,"Control",59042,"NSFTV_77"
"E2",14,"Control",134866,"NSFTV_77"
"E3",8,"Low water",90535,"NSFTV_77"
"E1",6,"Low water",48690,"NSFTV_77"
"E1",7,"Control",62657,"NSFTV_77"
"E2",1,"Control",17042.5,"NSFTV_77"
"E1",8,"Control",83878,"NSFTV_77"
"E3",17,"Low water",126880,"NSFTV_77"
"E2",5,"Low water",33986.5,"NSFTV_77"
"E1",14,"Low water",101290,"NSFTV_77"
"E1",15,"Control",208538,"NSFTV_77"
"E1",6,"Control",55716,"NSFTV_77"
"E3",8,"Control",69549,"NSFTV_77"
"E2",6,"Control",31808.5,"NSFTV_77"
"E1",5,"Low water",40227,"NSFTV_77"
"E2",8,"Control",49960.5,"NSFTV_77"
"E1",12,"Control",141828,"NSFTV_77"
"E2",21,"Low water",123422.5,"NSFTV_77"
"E1",7,"Low water",59369,"NSFTV_77"
"E1",11,"Low water",91480,"NSFTV_77"
"E1",20,"Control",316216,"NSFTV_77"
"E3",18,"Control",436746,"NSFTV_77"
"E2",10,"Control",72221,"NSFTV_77"
"E1",20,"Low water",137175,"NSFTV_77"
"E1",18,"Low water",116050,"NSFTV_77"
"E2",6,"Low water",37949.5,"NSFTV_77"
"E3",18,"Low water",123072,"NSFTV_77"
"E1",18,"Control",254892,"NSFTV_77"
"E2",7,"Low water",45700.5,"NSFTV_77"
"E3",7,"Low water",71415,"NSFTV_77"
"E2",7,"Control",40898.5,"NSFTV_77"
"E2",21,"Control",268235.5,"NSFTV_77"
"E2",12,"Control",99489.5,"NSFTV_77"
"E1",10,"Low water",81444,"NSFTV_77"
"E1",16,"Low water",102409,"NSFTV_77"
"E2",11,"Low water",77398,"NSFTV_77"
"E1",19,"Control",284832,"NSFTV_77"
"E2",0,"Control",13053,"NSFTV_77"
"E2",20,"Low water",121465.5,"NSFTV_77"
"E1",11,"Control",124200,"NSFTV_77"
"E1",10,"Control",99857,"NSFTV_77"
"E1",19,"Low water",117500,"NSFTV_77"
"E2",1,"Low water",14813.5,"NSFTV_76"
"E2",2,"Control",21463,"NSFTV_76"
"E1",3,"Low water",24622,"NSFTV_76"
"E2",2,"Low water",18386.5,"NSFTV_76"
"E2",1,"Control",17619.5,"NSFTV_76"
"E1",2,"Low water",17905,"NSFTV_76"
"E1",4,"Control",29109,"NSFTV_76"
"E1",4,"Low water",30545,"NSFTV_76"
"E3",22,"Low water",126712,"NSFTV_76"
"E3",21,"Control",556264,"NSFTV_76"
"E3",8,"Control",56101,"NSFTV_76"
"E2",0,"Low water",13009.5,"NSFTV_76"
"E1",3,"Control",23615,"NSFTV_76"
"E3",19,"Control",417045,"NSFTV_76"
"E3",7,"Low water",51445,"NSFTV_76"
"E2",19,"Low water",120475.5,"NSFTV_76"
"E3",20,"Low water",128421,"NSFTV_76"
"E1",2,"Control",16868,"NSFTV_76"
"E2",0,"Control",15218.5,"NSFTV_76"
"E3",7,"Control",43079,"NSFTV_76"
"E2",20,"Control",430595.5,"NSFTV_76"
"E1",10,"Low water",96217,"NSFTV_76"
"E3",8,"Low water",60899,"NSFTV_76"
"E3",9,"Control",69712,"NSFTV_76"
"E3",20,"Control",487938,"NSFTV_76"
"E1",5,"Low water",37075,"NSFTV_76"
"E1",13,"Control",199648,"NSFTV_76"
"E3",19,"Low water",112462,"NSFTV_76"
"E1",10,"Control",120750,"NSFTV_76"
"E1",1,"Low water",14103,"NSFTV_76"
"E1",14,"Low water",142932,"NSFTV_76"
"E1",15,"Control",284965,"NSFTV_76"
"E1",15,"Low water",149685,"NSFTV_76"
"E3",21,"Low water",124205,"NSFTV_76"
"E3",22,"Control",644432,"NSFTV_76"
"E1",17,"Control",373991,"NSFTV_76"
"E1",17,"Low water",158222,"NSFTV_76"
"E1",5,"Control",36200,"NSFTV_76"
"E1",18,"Low water",162840,"NSFTV_76"
"E1",12,"Low water",126788,"NSFTV_76"
"E1",13,"Low water",141878,"NSFTV_76"
"E1",14,"Control",234059,"NSFTV_76"
"E2",10,"Control",104817.5,"NSFTV_76"
"E3",5,"Low water",34322,"NSFTV_76"
"E3",6,"Control",29496,"NSFTV_76"
"E3",6,"Low water",42549,"NSFTV_76"
"E2",19,"Control",373389.5,"NSFTV_76"
"E1",9,"Low water",83031,"NSFTV_76"
"E3",14,"Low water",115963,"NSFTV_76"
"E2",20,"Low water",121202.5,"NSFTV_76"
"E1",18,"Control",442970,"NSFTV_76"
"E2",21,"Low water",134090.5,"NSFTV_76"
"E2",22,"Control",533316,"NSFTV_76"
"E2",9,"Control",88279.5,"NSFTV_76"
"E2",9,"Low water",56451.5,"NSFTV_76"
"E1",1,"Control",14093,"NSFTV_76"
"E2",4,"Low water",26414,"NSFTV_76"
"E2",5,"Control",39460,"NSFTV_76"
"E2",5,"Low water",30089,"NSFTV_76"
"E1",9,"Control",80976,"NSFTV_76"
"E1",16,"Control",322667,"NSFTV_76"
"E1",16,"Low water",156942,"NSFTV_76"
"E3",15,"Control",212964,"NSFTV_76"
"E2",21,"Control",492907.5,"NSFTV_76"
"E1",11,"Low water",112036,"NSFTV_76"
"E1",12,"Control",162458,"NSFTV_76"
"E2",3,"Control",25610,"NSFTV_76"
"E2",3,"Low water",22792,"NSFTV_76"
"E2",4,"Control",30766,"NSFTV_76"
"E3",18,"Control",347478,"NSFTV_76"
"E3",18,"Low water",103393,"NSFTV_76"
"E2",10,"Low water",64370.5,"NSFTV_76"
"E2",11,"Control",129159.5,"NSFTV_76"
"E2",17,"Low water",113358,"NSFTV_76"
"E2",6,"Control",50130,"NSFTV_76"
"E3",0,"Control",10734,"NSFTV_76"
"E3",0,"Low water",13039,"NSFTV_76"
"E3",1,"Control",12896,"NSFTV_76"
"E3",1,"Low water",14812,"NSFTV_76"
"E2",8,"Low water",52937.5,"NSFTV_76"
"E3",17,"Control",288868,"NSFTV_76"
"E3",17,"Low water",99592,"NSFTV_76"
"E3",5,"Control",24646,"NSFTV_76"
"E1",0,"Control",10865,"NSFTV_76"
"E1",0,"Low water",11198,"NSFTV_76"
"E2",18,"Low water",118376,"NSFTV_76"
"E3",12,"Low water",100375,"NSFTV_76"
"E2",18,"Control",329858,"NSFTV_76"
"E2",6,"Low water",35923.5,"NSFTV_76"
"E2",7,"Control",62851,"NSFTV_76"
"E1",11,"Control",140350,"NSFTV_76"
"E3",15,"Low water",113131,"NSFTV_76"
"E3",16,"Control",244410,"NSFTV_76"
"E1",6,"Control",46960,"NSFTV_76"
"E1",6,"Low water",42924,"NSFTV_76"
"E1",7,"Control",58577,"NSFTV_76"
"E1",7,"Low water",56012,"NSFTV_76"
"E1",8,"Control",74927,"NSFTV_76"
"E1",8,"Low water",72147,"NSFTV_76"
"E1",20,"Low water",176256,"NSFTV_76"
"E2",16,"Low water",109509,"NSFTV_76"
"E2",11,"Low water",73378,"NSFTV_76"
"E2",12,"Control",142005.5,"NSFTV_76"
"E2",12,"Low water",78828.5,"NSFTV_76"
"E2",13,"Control",163798.5,"NSFTV_76"
"E2",13,"Low water",84988,"NSFTV_76"
"E3",16,"Low water",104051,"NSFTV_76"
"E3",2,"Low water",17149,"NSFTV_76"
"E3",3,"Control",16073,"NSFTV_76"
"E1",19,"Control",493335,"NSFTV_76"
"E1",19,"Low water",169359,"NSFTV_76"
"E1",20,"Control",581244,"NSFTV_76"
"E3",12,"Control",121230,"NSFTV_76"
"E3",10,"Control",82346,"NSFTV_76"
"E3",13,"Control",145516,"NSFTV_76"
"E3",13,"Low water",109775,"NSFTV_76"
"E3",14,"Control",174282,"NSFTV_76"
"E3",4,"Low water",26105,"NSFTV_76"
"E3",10,"Low water",79378,"NSFTV_76"
"E3",2,"Control",13970,"NSFTV_76"
"E3",9,"Low water",70584,"NSFTV_76"
"E2",8,"Control",73802,"NSFTV_76"
"E2",14,"Low water",97295,"NSFTV_76"
"E3",11,"Control",102145,"NSFTV_76"
"E3",11,"Low water",92118,"NSFTV_76"
"E3",4,"Control",21633,"NSFTV_76"
"E2",23,"Low water",146985,"NSFTV_76"
"E2",17,"Control",292770.5,"NSFTV_76"
"E2",7,"Low water",46663.5,"NSFTV_76"
"E2",22,"Low water",140340.5,"NSFTV_76"
"E2",14,"Control",187439.5,"NSFTV_76"
"E2",15,"Control",218140.5,"NSFTV_76"
"E3",3,"Low water",21822,"NSFTV_76"
"E2",23,"Control",594030,"NSFTV_76"
"E2",16,"Control",253184,"NSFTV_76"
"E2",15,"Low water",103585,"NSFTV_76"
"E3",5,"Low water",33302,"NSFTV_75"
"E2",17,"Control",189448,"NSFTV_75"
"E3",6,"Control",52541,"NSFTV_75"
"E3",6,"Low water",40087,"NSFTV_75"
"E2",16,"Low water",74132,"NSFTV_75"
"E2",17,"Low water",74995,"NSFTV_75"
"E3",4,"Low water",28537,"NSFTV_75"
"E1",2,"Control",22158,"NSFTV_75"
"E1",10,"Control",109301,"NSFTV_75"
"E2",16,"Control",165957,"NSFTV_75"
"E1",1,"Low water",19299,"NSFTV_75"
"E1",17,"Low water",106512,"NSFTV_75"
"E1",15,"Low water",108975,"NSFTV_75"
"E1",2,"Low water",23848,"NSFTV_75"
"E1",1,"Control",17811,"NSFTV_75"
"E2",3,"Low water",22175,"NSFTV_75"
"E3",4,"Control",36503,"NSFTV_75"
"E2",15,"Low water",72918,"NSFTV_75"
"E1",18,"Control",388442,"NSFTV_75"
"E1",15,"Control",252962,"NSFTV_75"
"E1",19,"Control",456942,"NSFTV_75"
"E1",19,"Low water",109499,"NSFTV_75"
"E1",20,"Control",512665,"NSFTV_75"
"E1",18,"Low water",109642,"NSFTV_75"
"E1",12,"Low water",98545,"NSFTV_75"
"E1",13,"Control",170633,"NSFTV_75"
"E1",16,"Control",283715,"NSFTV_75"
"E1",14,"Low water",107712,"NSFTV_75"
"E3",5,"Control",43617,"NSFTV_75"
"E3",10,"Control",128852,"NSFTV_75"
"E3",17,"Control",419525,"NSFTV_75"
"E2",15,"Control",139256,"NSFTV_75"
"E1",0,"Control",14968,"NSFTV_75"
"E1",0,"Low water",15260,"NSFTV_75"
"E3",12,"Control",179565,"NSFTV_75"
"E3",12,"Low water",93950,"NSFTV_75"
"E1",10,"Low water",88549,"NSFTV_75"
"E1",3,"Control",29324,"NSFTV_75"
"E3",7,"Control",66121,"NSFTV_75"
"E1",13,"Low water",104164,"NSFTV_75"
"E1",16,"Low water",108058,"NSFTV_75"
"E1",17,"Control",327322,"NSFTV_75"
"E3",16,"Low water",116580,"NSFTV_75"
"E3",3,"Low water",25331,"NSFTV_75"
"E3",10,"Low water",79172,"NSFTV_75"
"E3",11,"Control",156874,"NSFTV_75"
"E3",11,"Low water",88996,"NSFTV_75"
"E3",18,"Low water",128904,"NSFTV_75"
"E3",19,"Control",556910,"NSFTV_75"
"E3",19,"Low water",133656,"NSFTV_75"
"E1",12,"Control",141764,"NSFTV_75"
"E1",11,"Control",124834,"NSFTV_75"
"E1",11,"Low water",91777,"NSFTV_75"
"E1",14,"Control",206760,"NSFTV_75"
"E3",16,"Control",360237,"NSFTV_75"
"E2",0,"Control",12904,"NSFTV_75"
"E2",0,"Low water",12157,"NSFTV_75"
"E2",9,"Control",59626,"NSFTV_75"
"E3",17,"Low water",123508,"NSFTV_75"
"E3",18,"Control",480481,"NSFTV_75"
"E2",2,"Control",19759,"NSFTV_75"
"E2",2,"Low water",19319,"NSFTV_75"
"E2",3,"Control",23954,"NSFTV_75"
"E3",20,"Control",642460,"NSFTV_75"
"E1",20,"Low water",119813,"NSFTV_75"
"E3",20,"Low water",136179,"NSFTV_75"
"E3",14,"Low water",110706,"NSFTV_75"
"E3",15,"Control",293381,"NSFTV_75"
"E2",8,"Control",55187,"NSFTV_75"
"E2",8,"Low water",39904,"NSFTV_75"
"E2",14,"Low water",68657,"NSFTV_75"
"E2",1,"Control",14539,"NSFTV_75"
"E2",1,"Low water",14877,"NSFTV_75"
"E2",10,"Control",74943,"NSFTV_75"
"E2",10,"Low water",46859,"NSFTV_75"
"E2",11,"Control",83426,"NSFTV_75"
"E3",13,"Control",212362,"NSFTV_75"
"E3",13,"Low water",102915,"NSFTV_75"
"E2",18,"Control",218233,"NSFTV_75"
"E3",7,"Low water",49930,"NSFTV_75"
"E3",8,"Control",88077,"NSFTV_75"
"E3",8,"Low water",56984,"NSFTV_75"
"E3",9,"Control",105533,"NSFTV_75"
"E3",9,"Low water",68921,"NSFTV_75"
"E2",20,"Low water",70729,"NSFTV_75"
"E2",9,"Low water",42063,"NSFTV_75"
"E1",7,"Control",67649,"NSFTV_75"
"E1",7,"Low water",62250,"NSFTV_75"
"E1",8,"Control",80418,"NSFTV_75"
"E3",0,"Control",15146,"NSFTV_75"
"E3",0,"Low water",12008,"NSFTV_75"
"E2",5,"Control",30519,"NSFTV_75"
"E2",5,"Low water",24765,"NSFTV_75"
"E2",6,"Control",36226,"NSFTV_75"
"E2",6,"Low water",31641,"NSFTV_75"
"E3",15,"Low water",114786,"NSFTV_75"
"E2",7,"Low water",37199,"NSFTV_75"
"E3",3,"Control",28882,"NSFTV_75"
"E1",6,"Low water",51077,"NSFTV_75"
"E2",21,"Control",255372,"NSFTV_75"
"E2",21,"Low water",72012,"NSFTV_75"
"E2",22,"Control",261144,"NSFTV_75"
"E1",8,"Low water",69987,"NSFTV_75"
"E2",4,"Control",26422,"NSFTV_75"
"E3",1,"Control",21819,"NSFTV_75"
"E3",1,"Low water",15621,"NSFTV_75"
"E3",21,"Control",728358,"NSFTV_75"
"E3",21,"Low water",148870,"NSFTV_75"
"E3",22,"Control",821151,"NSFTV_75"
"E3",22,"Low water",157187,"NSFTV_75"
"E1",4,"Control",33695,"NSFTV_75"
"E1",4,"Low water",38196,"NSFTV_75"
"E2",23,"Control",297077,"NSFTV_75"
"E1",5,"Control",43080,"NSFTV_75"
"E1",5,"Low water",41301,"NSFTV_75"
"E2",22,"Low water",70721,"NSFTV_75"
"E2",19,"Control",256532,"NSFTV_75"
"E2",4,"Low water",23289,"NSFTV_75"
"E2",12,"Control",92787,"NSFTV_75"
"E2",18,"Low water",71143,"NSFTV_75"
"E2",14,"Control",119158,"NSFTV_75"
"E2",19,"Low water",69579,"NSFTV_75"
"E2",20,"Control",254096,"NSFTV_75"
"E2",13,"Low water",68585,"NSFTV_75"
"E1",6,"Control",55327,"NSFTV_75"
"E3",14,"Control",245970,"NSFTV_75"
"E2",11,"Low water",53216,"NSFTV_75"
"E1",9,"Low water",78056,"NSFTV_75"
"E2",12,"Low water",62184,"NSFTV_75"
"E1",3,"Low water",31417,"NSFTV_75"
"E3",2,"Control",26377,"NSFTV_75"
"E2",7,"Control",42818,"NSFTV_75"
"E2",23,"Low water",79195,"NSFTV_75"
"E2",13,"Control",99044,"NSFTV_75"
"E1",9,"Control",94370,"NSFTV_75"
"E3",2,"Low water",21922,"NSFTV_75"
"E1",4,"Low water",44959,"NSFTV_74"
"E3",3,"Low water",27249,"NSFTV_74"
"E1",5,"Low water",52248,"NSFTV_74"
"E1",6,"Control",76693,"NSFTV_74"
"E1",5,"Control",61707,"NSFTV_74"
"E1",4,"Control",49371,"NSFTV_74"
"E3",1,"Control",20236,"NSFTV_74"
"E3",2,"Control",24297,"NSFTV_74"
"E1",3,"Low water",38079,"NSFTV_74"
"E3",3,"Control",28551,"NSFTV_74"
"E2",13,"Control",181169,"NSFTV_74"
"E1",14,"Control",289810,"NSFTV_74"
"E3",2,"Low water",24086,"NSFTV_74"
"E1",13,"Control",248148,"NSFTV_74"
"E3",0,"Low water",14744,"NSFTV_74"
"E2",4,"Low water",35180.5,"NSFTV_74"
"E3",1,"Low water",19192,"NSFTV_74"
"E2",4,"Control",36333.5,"NSFTV_74"
"E2",12,"Low water",121086,"NSFTV_74"
"E2",6,"Low water",51581.5,"NSFTV_74"
"E2",13,"Low water",132662,"NSFTV_74"
"E2",12,"Control",156377,"NSFTV_74"
"E2",14,"Control",208883,"NSFTV_74"
"E1",7,"Control",95801,"NSFTV_74"
"E1",7,"Low water",75341,"NSFTV_74"
"E1",6,"Low water",59714,"NSFTV_74"
"E1",3,"Control",39384,"NSFTV_74"
"E3",12,"Low water",104198,"NSFTV_74"
"E3",0,"Control",14955,"NSFTV_74"
"E2",5,"Control",48077.5,"NSFTV_74"
"E2",5,"Low water",45939.5,"NSFTV_74"
"E2",6,"Control",55701,"NSFTV_74"
"E1",15,"Control",344557,"NSFTV_74"
"E1",15,"Low water",155630,"NSFTV_74"
"E1",12,"Low water",134231,"NSFTV_74"
"E2",1,"Control",19934.5,"NSFTV_74"
"E2",1,"Low water",19736.5,"NSFTV_74"
"E1",13,"Low water",140443,"NSFTV_74"
"E2",2,"Control",26107,"NSFTV_74"
"E2",3,"Low water",28199,"NSFTV_74"
"E1",2,"Low water",28820,"NSFTV_74"
"E2",22,"Low water",193297,"NSFTV_74"
"E2",11,"Control",137797,"NSFTV_74"
"E2",11,"Low water",112213,"NSFTV_74"
"E1",20,"Low water",192791,"NSFTV_74"
"E1",10,"Control",154036,"NSFTV_74"
"E1",10,"Low water",114299,"NSFTV_74"
"E2",7,"Control",70357.5,"NSFTV_74"
"E2",7,"Low water",62872.5,"NSFTV_74"
"E2",8,"Control",87861.5,"NSFTV_74"
"E1",0,"Control",20762,"NSFTV_74"
"E1",0,"Low water",17931,"NSFTV_74"
"E2",2,"Low water",23976,"NSFTV_74"
"E2",3,"Control",28060,"NSFTV_74"
"E1",2,"Control",30959,"NSFTV_74"
"E2",23,"Control",596140.5,"NSFTV_74"
"E3",13,"Control",201091,"NSFTV_74"
"E1",14,"Low water",148964,"NSFTV_74"
"E2",23,"Low water",205069.5,"NSFTV_74"
"E3",13,"Low water",109041,"NSFTV_74"
"E3",14,"Control",237875,"NSFTV_74"
"E1",11,"Control",189242,"NSFTV_74"
"E1",11,"Low water",125916,"NSFTV_74"
"E3",4,"Control",38070,"NSFTV_74"
"E3",4,"Low water",33493,"NSFTV_74"
"E1",8,"Control",114379,"NSFTV_74"
"E1",8,"Low water",90847,"NSFTV_74"
"E1",9,"Control",130661,"NSFTV_74"
"E3",21,"Low water",163121,"NSFTV_74"
"E3",22,"Control",720284,"NSFTV_74"
"E3",22,"Low water",155557,"NSFTV_74"
"E1",20,"Control",619802,"NSFTV_74"
"E3",7,"Low water",57530,"NSFTV_74"
"E3",8,"Control",79721,"NSFTV_74"
"E1",16,"Control",396192,"NSFTV_74"
"E3",16,"Control",326185,"NSFTV_74"
"E1",12,"Control",226390,"NSFTV_74"
"E3",10,"Low water",86756,"NSFTV_74"
"E3",11,"Control",145357,"NSFTV_74"
"E3",11,"Low water",94676,"NSFTV_74"
"E3",12,"Control",174800,"NSFTV_74"
"E3",21,"Control",638447,"NSFTV_74"
"E2",10,"Control",114945,"NSFTV_74"
"E2",10,"Low water",97525.5,"NSFTV_74"
"E1",9,"Low water",99968,"NSFTV_74"
"E3",20,"Low water",133889,"NSFTV_74"
"E3",19,"Low water",139976,"NSFTV_74"
"E3",8,"Low water",67484,"NSFTV_74"
"E2",0,"Control",15687,"NSFTV_74"
"E3",16,"Low water",120677,"NSFTV_74"
"E3",17,"Control",382521,"NSFTV_74"
"E1",16,"Low water",152700,"NSFTV_74"
"E1",1,"Control",25042,"NSFTV_74"
"E1",1,"Low water",23690,"NSFTV_74"
