"Exp","DayOfImaging","Watering.Regime","Mean","NSFTV.ID"
"E2",13,"Low water",33448,"NSFTV_641"
"E2",14,"Control",72173,"NSFTV_641"
"E2",14,"Low water",33220,"NSFTV_641"
"E1",0,"Control",8585,"NSFTV_641"
"E1",0,"Low water",8137,"NSFTV_641"
"E1",1,"Control",10771,"NSFTV_641"
"E1",1,"Low water",10346,"NSFTV_641"
"E1",2,"Control",12162,"NSFTV_641"
"E1",2,"Low water",11517,"NSFTV_641"
"E1",3,"Control",17391,"NSFTV_641"
"E1",3,"Low water",13985,"NSFTV_641"
"E1",4,"Control",24204,"NSFTV_641"
"E1",4,"Low water",16747,"NSFTV_641"
"E1",5,"Control",28601,"NSFTV_641"
"E1",5,"Low water",19892,"NSFTV_641"
"E1",6,"Control",35366,"NSFTV_641"
"E1",6,"Low water",21494,"NSFTV_641"
"E1",7,"Control",44407,"NSFTV_641"
"E1",7,"Low water",24379,"NSFTV_641"
"E2",23,"Low water",56868,"NSFTV_641"
"E1",9,"Control",67698,"NSFTV_641"
"E1",9,"Low water",37667,"NSFTV_641"
"E1",10,"Control",80487,"NSFTV_641"
"E1",10,"Low water",41240,"NSFTV_641"
"E1",11,"Control",96461,"NSFTV_641"
"E1",11,"Low water",43806,"NSFTV_641"
"E1",12,"Control",117299,"NSFTV_641"
"E1",12,"Low water",46280,"NSFTV_641"
"E1",13,"Control",126506,"NSFTV_641"
"E1",13,"Low water",49265,"NSFTV_641"
"E1",14,"Control",135931,"NSFTV_641"
"E1",14,"Low water",51954,"NSFTV_641"
"E1",15,"Control",158714,"NSFTV_641"
"E1",15,"Low water",56093,"NSFTV_641"
"E1",16,"Control",183879,"NSFTV_641"
"E1",16,"Low water",57522,"NSFTV_641"
"E1",17,"Control",223009,"NSFTV_641"
"E1",17,"Low water",60294,"NSFTV_641"
"E1",18,"Control",246478,"NSFTV_641"
"E1",18,"Low water",64904,"NSFTV_641"
"E1",19,"Control",268300,"NSFTV_641"
"E1",19,"Low water",65766,"NSFTV_641"
"E1",20,"Control",306998,"NSFTV_641"
"E1",20,"Low water",71219,"NSFTV_641"
"E3",3,"Low water",12831,"NSFTV_641"
"E3",4,"Control",12770,"NSFTV_641"
"E3",4,"Low water",16976,"NSFTV_641"
"E3",5,"Control",16282,"NSFTV_641"
"E3",5,"Low water",19506,"NSFTV_641"
"E3",6,"Control",18955,"NSFTV_641"
"E3",6,"Low water",21968,"NSFTV_641"
"E3",7,"Control",21389,"NSFTV_641"
"E3",7,"Low water",25097,"NSFTV_641"
"E3",8,"Control",26926,"NSFTV_641"
"E3",8,"Low water",29136,"NSFTV_641"
"E3",9,"Control",33148,"NSFTV_641"
"E3",9,"Low water",35147,"NSFTV_641"
"E3",10,"Control",37917,"NSFTV_641"
"E3",10,"Low water",41677,"NSFTV_641"
"E3",11,"Control",46994,"NSFTV_641"
"E1",8,"Control",55167,"NSFTV_641"
"E1",8,"Low water",31352,"NSFTV_641"
"E2",4,"Control",16302,"NSFTV_641"
"E2",4,"Low water",14451,"NSFTV_641"
"E2",5,"Control",21329,"NSFTV_641"
"E2",5,"Low water",16607,"NSFTV_641"
"E2",6,"Control",22285,"NSFTV_641"
"E2",6,"Low water",19860,"NSFTV_641"
"E2",7,"Control",28045,"NSFTV_641"
"E2",7,"Low water",21145,"NSFTV_641"
"E2",8,"Control",34222,"NSFTV_641"
"E2",8,"Low water",23170,"NSFTV_641"
"E2",9,"Control",40326,"NSFTV_641"
"E2",9,"Low water",25319,"NSFTV_641"
"E2",10,"Control",47345,"NSFTV_641"
"E2",10,"Low water",29007,"NSFTV_641"
"E2",11,"Control",52353,"NSFTV_641"
"E3",0,"Control",7349,"NSFTV_641"
"E3",0,"Low water",8214,"NSFTV_641"
"E3",1,"Control",8861,"NSFTV_641"
"E3",1,"Low water",9293,"NSFTV_641"
"E3",2,"Control",9081,"NSFTV_641"
"E3",2,"Low water",10532,"NSFTV_641"
"E3",3,"Control",10522,"NSFTV_641"
"E3",16,"Low water",81333,"NSFTV_641"
"E3",17,"Control",135945,"NSFTV_641"
"E3",17,"Low water",88718,"NSFTV_641"
"E3",18,"Control",155406,"NSFTV_641"
"E3",11,"Low water",49215,"NSFTV_641"
"E3",12,"Low water",58208,"NSFTV_641"
"E3",13,"Control",72847,"NSFTV_641"
"E3",13,"Low water",64479,"NSFTV_641"
"E3",14,"Control",84626,"NSFTV_641"
"E3",14,"Low water",69363,"NSFTV_641"
"E3",15,"Control",98706,"NSFTV_641"
"E3",15,"Low water",73815,"NSFTV_641"
"E3",16,"Control",114982,"NSFTV_641"
"E3",18,"Low water",95061,"NSFTV_641"
"E3",19,"Control",178577,"NSFTV_641"
"E3",19,"Low water",102175,"NSFTV_641"
"E3",20,"Control",209639,"NSFTV_641"
"E3",20,"Low water",105860,"NSFTV_641"
"E3",21,"Control",241174,"NSFTV_641"
"E3",21,"Low water",111031,"NSFTV_641"
"E3",22,"Control",273016,"NSFTV_641"
"E3",22,"Low water",113912,"NSFTV_641"
"E3",12,"Control",62039,"NSFTV_641"
"E2",12,"Low water",57503,"NSFTV_627"
"E2",13,"Control",96892,"NSFTV_627"
"E2",12,"Control",84047,"NSFTV_627"
"E2",18,"Low water",86720,"NSFTV_627"
"E2",19,"Control",192568,"NSFTV_627"
"E2",13,"Low water",58612,"NSFTV_627"
"E2",20,"Control",211409,"NSFTV_627"
"E2",14,"Control",102853,"NSFTV_627"
"E2",14,"Low water",61609,"NSFTV_627"
"E2",19,"Low water",89310,"NSFTV_627"
"E2",15,"Low water",67174,"NSFTV_627"
"E2",16,"Control",132006,"NSFTV_627"
"E2",16,"Low water",74383,"NSFTV_627"
"E2",17,"Control",151580,"NSFTV_627"
"E2",17,"Low water",82192,"NSFTV_627"
"E2",18,"Control",165959,"NSFTV_627"
"E1",19,"Low water",111370,"NSFTV_627"
"E1",20,"Control",477572,"NSFTV_627"
"E1",20,"Low water",121858,"NSFTV_627"
"E3",22,"Control",516020.5,"NSFTV_627"
"E3",22,"Low water",118335.5,"NSFTV_627"
"E1",1,"Control",19693,"NSFTV_627"
"E2",15,"Control",121220,"NSFTV_627"
"E1",2,"Control",24249,"NSFTV_627"
"E1",2,"Low water",17744,"NSFTV_627"
"E1",3,"Control",30637,"NSFTV_627"
"E1",3,"Low water",20778,"NSFTV_627"
"E1",4,"Control",36050,"NSFTV_627"
"E1",4,"Low water",26399,"NSFTV_627"
"E1",5,"Control",46588,"NSFTV_627"
"E1",5,"Low water",31463,"NSFTV_627"
"E1",6,"Control",60020,"NSFTV_627"
"E1",6,"Low water",36807,"NSFTV_627"
"E1",7,"Control",72999,"NSFTV_627"
"E2",20,"Low water",90357,"NSFTV_627"
"E1",1,"Low water",15233,"NSFTV_627"
"E2",21,"Low water",90686,"NSFTV_627"
"E2",22,"Control",234856,"NSFTV_627"
"E2",22,"Low water",93613,"NSFTV_627"
"E2",23,"Control",256351,"NSFTV_627"
"E2",23,"Low water",96929,"NSFTV_627"
"E1",12,"Control",169323,"NSFTV_627"
"E1",12,"Low water",77470,"NSFTV_627"
"E1",13,"Control",186954,"NSFTV_627"
"E1",13,"Low water",88766,"NSFTV_627"
"E1",14,"Control",222958,"NSFTV_627"
"E1",14,"Low water",91180,"NSFTV_627"
"E1",15,"Control",258670,"NSFTV_627"
"E1",15,"Low water",102932,"NSFTV_627"
"E1",16,"Control",290407,"NSFTV_627"
"E1",16,"Low water",101518,"NSFTV_627"
"E1",17,"Control",331722,"NSFTV_627"
"E1",17,"Low water",104211,"NSFTV_627"
"E1",18,"Control",371630,"NSFTV_627"
"E1",18,"Low water",113791,"NSFTV_627"
"E1",19,"Control",412311,"NSFTV_627"
"E2",10,"Low water",51112,"NSFTV_627"
"E2",11,"Control",75018,"NSFTV_627"
"E2",11,"Low water",53748,"NSFTV_627"
"E1",0,"Control",14236,"NSFTV_627"
"E1",0,"Low water",11436,"NSFTV_627"
"E3",2,"Control",15324.5,"NSFTV_627"
"E3",2,"Low water",14525.5,"NSFTV_627"
"E3",3,"Control",17553,"NSFTV_627"
"E3",3,"Low water",17519.5,"NSFTV_627"
"E3",4,"Control",22683,"NSFTV_627"
"E3",4,"Low water",22299,"NSFTV_627"
"E3",5,"Control",26551,"NSFTV_627"
"E3",5,"Low water",24166,"NSFTV_627"
"E3",6,"Control",30848.5,"NSFTV_627"
"E3",6,"Low water",28385.5,"NSFTV_627"
"E3",7,"Control",38725,"NSFTV_627"
"E3",7,"Low water",35210,"NSFTV_627"
"E3",8,"Control",53245,"NSFTV_627"
"E1",7,"Low water",40883,"NSFTV_627"
"E2",21,"Control",221312,"NSFTV_627"
"E1",8,"Low water",49463,"NSFTV_627"
"E1",9,"Control",103145,"NSFTV_627"
"E1",9,"Low water",56560,"NSFTV_627"
"E1",10,"Control",122186,"NSFTV_627"
"E1",10,"Low water",62185,"NSFTV_627"
"E1",11,"Control",146810,"NSFTV_627"
"E1",11,"Low water",72832,"NSFTV_627"
"E3",13,"Low water",81053.5,"NSFTV_627"
"E3",14,"Control",155108.5,"NSFTV_627"
"E3",14,"Low water",86415.5,"NSFTV_627"
"E3",15,"Control",181243,"NSFTV_627"
"E3",15,"Low water",91582.5,"NSFTV_627"
"E3",16,"Control",218761.5,"NSFTV_627"
"E3",16,"Low water",94108,"NSFTV_627"
"E3",17,"Control",247186.5,"NSFTV_627"
"E3",17,"Low water",98724,"NSFTV_627"
"E3",18,"Control",296146.5,"NSFTV_627"
"E3",18,"Low water",103319,"NSFTV_627"
"E3",19,"Control",340896,"NSFTV_627"
"E3",19,"Low water",112143,"NSFTV_627"
"E3",20,"Control",390203.5,"NSFTV_627"
"E3",20,"Low water",110005.5,"NSFTV_627"
"E3",21,"Control",452601.5,"NSFTV_627"
"E3",21,"Low water",123803,"NSFTV_627"
"E3",1,"Low water",12942.5,"NSFTV_627"
"E3",8,"Low water",46796,"NSFTV_627"
"E1",8,"Control",90076,"NSFTV_627"
"E2",0,"Control",13936,"NSFTV_627"
"E2",0,"Low water",12392,"NSFTV_627"
"E2",1,"Control",14350,"NSFTV_627"
"E2",1,"Low water",16122,"NSFTV_627"
"E2",2,"Control",17674,"NSFTV_627"
"E2",2,"Low water",18529,"NSFTV_627"
"E2",3,"Control",21705,"NSFTV_627"
"E2",3,"Low water",21443,"NSFTV_627"
"E2",4,"Control",24656,"NSFTV_627"
"E2",4,"Low water",23350,"NSFTV_627"
"E2",5,"Control",29053,"NSFTV_627"
"E2",5,"Low water",28214,"NSFTV_627"
"E2",6,"Control",34727,"NSFTV_627"
"E2",6,"Low water",31990,"NSFTV_627"
"E2",7,"Control",45150,"NSFTV_627"
"E2",7,"Low water",38344,"NSFTV_627"
"E2",8,"Control",52847,"NSFTV_627"
"E2",8,"Low water",43897,"NSFTV_627"
"E2",9,"Control",57315,"NSFTV_627"
"E2",9,"Low water",48475,"NSFTV_627"
"E2",10,"Control",61283,"NSFTV_627"
"E3",0,"Control",10631.5,"NSFTV_627"
"E3",0,"Low water",11078,"NSFTV_627"
"E3",1,"Control",13893,"NSFTV_627"
"E3",10,"Control",78428,"NSFTV_627"
"E3",10,"Low water",57308.5,"NSFTV_627"
"E3",9,"Control",66234.5,"NSFTV_627"
"E3",9,"Low water",50724,"NSFTV_627"
"E3",12,"Control",116994,"NSFTV_627"
"E3",12,"Low water",76054,"NSFTV_627"
"E3",11,"Control",95283.5,"NSFTV_627"
"E3",11,"Low water",67588,"NSFTV_627"
"E3",13,"Control",136532.5,"NSFTV_627"
"E2",10,"Control",98260,"NSFTV_626"
"E2",10,"Low water",78063,"NSFTV_626"
"E2",15,"Low water",139915,"NSFTV_626"
"E2",16,"Control",231935,"NSFTV_626"
"E2",9,"Control",82379,"NSFTV_626"
"E2",9,"Low water",74975,"NSFTV_626"
"E2",11,"Control",113671,"NSFTV_626"
"E2",11,"Low water",101513,"NSFTV_626"
"E2",12,"Control",136200,"NSFTV_626"
"E2",12,"Low water",115342,"NSFTV_626"
"E2",13,"Control",155906,"NSFTV_626"
"E2",13,"Low water",122756,"NSFTV_626"
"E2",14,"Control",187990,"NSFTV_626"
"E2",14,"Low water",130620,"NSFTV_626"
"E2",15,"Control",210546,"NSFTV_626"
"E1",5,"Control",27300,"NSFTV_626"
"E1",5,"Low water",36085,"NSFTV_626"
"E1",6,"Control",34690,"NSFTV_626"
"E2",16,"Low water",149120,"NSFTV_626"
"E1",0,"Low water",11989,"NSFTV_626"
"E1",1,"Control",10476,"NSFTV_626"
"E1",1,"Low water",14252,"NSFTV_626"
"E1",2,"Control",13237,"NSFTV_626"
"E1",2,"Low water",19597,"NSFTV_626"
"E1",3,"Control",16614,"NSFTV_626"
"E1",3,"Low water",24347,"NSFTV_626"
"E1",4,"Control",20231,"NSFTV_626"
"E1",4,"Low water",28238,"NSFTV_626"
"E2",21,"Control",452869,"NSFTV_626"
"E2",21,"Low water",166967,"NSFTV_626"
"E2",22,"Control",490076,"NSFTV_626"
"E2",22,"Low water",175627,"NSFTV_626"
"E2",23,"Control",549913,"NSFTV_626"
"E2",23,"Low water",178958,"NSFTV_626"
"E1",15,"Control",224633,"NSFTV_626"
"E1",15,"Low water",196832,"NSFTV_626"
"E1",16,"Control",257279,"NSFTV_626"
"E1",16,"Low water",209905,"NSFTV_626"
"E1",17,"Control",312726,"NSFTV_626"
"E1",17,"Low water",222116,"NSFTV_626"
"E1",18,"Control",377156,"NSFTV_626"
"E1",18,"Low water",230812,"NSFTV_626"
"E1",19,"Control",440017,"NSFTV_626"
"E1",19,"Low water",232873,"NSFTV_626"
"E1",20,"Control",493873,"NSFTV_626"
"E1",20,"Low water",236152,"NSFTV_626"
"E3",20,"Control",513961,"NSFTV_626"
"E3",20,"Low water",144930,"NSFTV_626"
"E3",21,"Control",597739,"NSFTV_626"
"E3",21,"Low water",146643,"NSFTV_626"
"E3",22,"Control",657707.5,"NSFTV_626"
"E3",22,"Low water",157549.5,"NSFTV_626"
"E3",2,"Low water",18289.5,"NSFTV_626"
"E3",3,"Control",22913.5,"NSFTV_626"
"E3",3,"Low water",22286,"NSFTV_626"
"E3",4,"Control",27649,"NSFTV_626"
"E3",4,"Low water",28831,"NSFTV_626"
"E3",5,"Control",32513.5,"NSFTV_626"
"E1",6,"Low water",45067,"NSFTV_626"
"E1",7,"Control",43520,"NSFTV_626"
"E2",17,"Control",257308,"NSFTV_626"
"E2",17,"Low water",156972,"NSFTV_626"
"E2",18,"Control",303840,"NSFTV_626"
"E2",18,"Low water",161881,"NSFTV_626"
"E2",19,"Control",363486,"NSFTV_626"
"E2",19,"Low water",163194,"NSFTV_626"
"E2",20,"Control",406701,"NSFTV_626"
"E2",20,"Low water",165169,"NSFTV_626"
"E2",0,"Control",13627,"NSFTV_626"
"E2",0,"Low water",14882,"NSFTV_626"
"E2",1,"Control",16871,"NSFTV_626"
"E2",1,"Low water",18681,"NSFTV_626"
"E2",2,"Control",19248,"NSFTV_626"
"E2",2,"Low water",21754,"NSFTV_626"
"E2",3,"Control",24324,"NSFTV_626"
"E2",3,"Low water",26956,"NSFTV_626"
"E2",4,"Control",31868,"NSFTV_626"
"E2",4,"Low water",35326,"NSFTV_626"
"E2",5,"Control",36475,"NSFTV_626"
"E2",5,"Low water",38897,"NSFTV_626"
"E2",6,"Control",47629,"NSFTV_626"
"E2",6,"Low water",47128,"NSFTV_626"
"E2",7,"Control",58853,"NSFTV_626"
"E2",7,"Low water",58665,"NSFTV_626"
"E2",8,"Control",69534,"NSFTV_626"
"E2",8,"Low water",69152,"NSFTV_626"
"E1",0,"Control",9284,"NSFTV_626"
"E3",0,"Control",13107.5,"NSFTV_626"
"E3",0,"Low water",12938,"NSFTV_626"
"E3",1,"Control",16141,"NSFTV_626"
"E3",1,"Low water",16271,"NSFTV_626"
"E3",2,"Control",18434.5,"NSFTV_626"
"E1",9,"Low water",80821,"NSFTV_626"
"E1",10,"Control",95495,"NSFTV_626"
"E1",10,"Low water",101119,"NSFTV_626"
"E1",11,"Control",108964,"NSFTV_626"
"E1",11,"Low water",116764,"NSFTV_626"
"E1",12,"Control",129015,"NSFTV_626"
"E3",5,"Low water",33553.5,"NSFTV_626"
"E3",6,"Control",40149,"NSFTV_626"
"E3",6,"Low water",40591,"NSFTV_626"
"E1",7,"Low water",52082,"NSFTV_626"
"E1",8,"Control",62115,"NSFTV_626"
"E1",8,"Low water",69789,"NSFTV_626"
"E1",9,"Control",75628,"NSFTV_626"
"E3",15,"Low water",127197.5,"NSFTV_626"
"E3",16,"Control",260376.5,"NSFTV_626"
"E3",16,"Low water",127698,"NSFTV_626"
"E3",17,"Control",312955,"NSFTV_626"
"E3",17,"Low water",119325.5,"NSFTV_626"
"E3",18,"Control",370260,"NSFTV_626"
"E1",12,"Low water",135048,"NSFTV_626"
"E1",13,"Control",155778,"NSFTV_626"
"E1",13,"Low water",156541,"NSFTV_626"
"E1",14,"Control",184344,"NSFTV_626"
"E1",14,"Low water",173875,"NSFTV_626"
"E3",14,"Low water",120555,"NSFTV_626"
"E3",15,"Control",223701,"NSFTV_626"
"E3",8,"Control",61324,"NSFTV_626"
"E3",8,"Low water",60158,"NSFTV_626"
"E3",9,"Control",75901.5,"NSFTV_626"
"E3",9,"Low water",71794,"NSFTV_626"
"E3",10,"Control",95023,"NSFTV_626"
"E3",10,"Low water",84093.5,"NSFTV_626"
"E3",18,"Low water",118090.5,"NSFTV_626"
"E3",19,"Control",440952.5,"NSFTV_626"
"E3",19,"Low water",123069.5,"NSFTV_626"
"E3",12,"Low water",103142.5,"NSFTV_626"
"E3",13,"Control",161840.5,"NSFTV_626"
"E3",7,"Control",50944.5,"NSFTV_626"
"E3",7,"Low water",48098,"NSFTV_626"
"E3",12,"Control",134194,"NSFTV_626"
"E3",11,"Control",115390.5,"NSFTV_626"
"E3",11,"Low water",94334,"NSFTV_626"
"E3",14,"Control",184980.5,"NSFTV_626"
"E3",13,"Low water",111896.5,"NSFTV_626"
"E2",9,"Low water",28002,"NSFTV_625"
"E2",11,"Low water",39637,"NSFTV_625"
"E2",10,"Control",57826,"NSFTV_625"
"E2",9,"Control",47846,"NSFTV_625"
"E2",6,"Control",30790,"NSFTV_625"
"E2",6,"Low water",21920,"NSFTV_625"
"E2",10,"Low water",33227,"NSFTV_625"
"E2",11,"Control",67611,"NSFTV_625"
"E2",8,"Control",42706,"NSFTV_625"
"E2",8,"Low water",26775,"NSFTV_625"
"E1",2,"Low water",16351,"NSFTV_625"
"E1",3,"Control",16670,"NSFTV_625"
"E1",3,"Low water",18934,"NSFTV_625"
"E1",4,"Control",20908,"NSFTV_625"
"E1",4,"Low water",24288,"NSFTV_625"
"E1",5,"Control",26584,"NSFTV_625"
"E1",5,"Low water",31387,"NSFTV_625"
"E1",6,"Control",32896,"NSFTV_625"
"E1",6,"Low water",40171,"NSFTV_625"
"E2",7,"Control",36175,"NSFTV_625"
"E2",7,"Low water",23506,"NSFTV_625"
"E1",14,"Low water",141757,"NSFTV_625"
"E1",15,"Control",171330,"NSFTV_625"
"E1",15,"Low water",156055,"NSFTV_625"
"E1",16,"Control",193892,"NSFTV_625"
"E1",16,"Low water",161733,"NSFTV_625"
"E1",17,"Control",232204,"NSFTV_625"
"E1",17,"Low water",171725,"NSFTV_625"
"E1",18,"Control",283934,"NSFTV_625"
"E1",18,"Low water",176267,"NSFTV_625"
"E1",19,"Control",322916,"NSFTV_625"
"E1",19,"Low water",180992,"NSFTV_625"
"E1",20,"Control",352985,"NSFTV_625"
"E1",20,"Low water",183843,"NSFTV_625"
"E3",18,"Low water",94036,"NSFTV_625"
"E3",19,"Control",337846,"NSFTV_625"
"E3",19,"Low water",98493,"NSFTV_625"
"E3",20,"Control",401630,"NSFTV_625"
"E3",20,"Low water",101012,"NSFTV_625"
"E3",21,"Control",470848,"NSFTV_625"
"E3",21,"Low water",109391,"NSFTV_625"
"E3",22,"Control",523801,"NSFTV_625"
"E3",22,"Low water",116288,"NSFTV_625"
"E3",2,"Low water",11990,"NSFTV_625"
"E3",3,"Control",16759,"NSFTV_625"
"E3",3,"Low water",14415,"NSFTV_625"
"E1",7,"Control",39648,"NSFTV_625"
"E1",7,"Low water",47262,"NSFTV_625"
"E1",8,"Control",51176,"NSFTV_625"
"E1",8,"Low water",60717,"NSFTV_625"
"E1",9,"Control",63971,"NSFTV_625"
"E1",9,"Low water",74932,"NSFTV_625"
"E1",10,"Control",74137,"NSFTV_625"
"E1",10,"Low water",89966,"NSFTV_625"
"E1",11,"Control",90120,"NSFTV_625"
"E1",11,"Low water",101197,"NSFTV_625"
"E1",12,"Control",105879,"NSFTV_625"
"E1",12,"Low water",112963,"NSFTV_625"
"E1",13,"Control",133391,"NSFTV_625"
"E1",13,"Low water",131370,"NSFTV_625"
"E1",14,"Control",151221,"NSFTV_625"
"E2",0,"Control",9871,"NSFTV_625"
"E2",0,"Low water",8459,"NSFTV_625"
"E2",1,"Control",12130,"NSFTV_625"
"E2",1,"Low water",10782,"NSFTV_625"
"E2",2,"Control",15953,"NSFTV_625"
"E2",2,"Low water",13316,"NSFTV_625"
"E2",3,"Control",19175,"NSFTV_625"
"E2",3,"Low water",14461,"NSFTV_625"
"E2",4,"Control",21992,"NSFTV_625"
"E2",4,"Low water",15868,"NSFTV_625"
"E2",5,"Control",27678,"NSFTV_625"
"E2",5,"Low water",18553,"NSFTV_625"
"E1",0,"Control",8488,"NSFTV_625"
"E1",0,"Low water",8982,"NSFTV_625"
"E1",1,"Control",11039,"NSFTV_625"
"E1",1,"Low water",12966,"NSFTV_625"
"E1",2,"Control",13409,"NSFTV_625"
"E3",0,"Control",8049,"NSFTV_625"
"E3",0,"Low water",8200,"NSFTV_625"
"E3",1,"Control",9938,"NSFTV_625"
"E3",1,"Low water",9948,"NSFTV_625"
"E3",2,"Control",12720,"NSFTV_625"
"E3",9,"Control",55217,"NSFTV_625"
"E3",9,"Low water",39512,"NSFTV_625"
"E3",10,"Control",70060,"NSFTV_625"
"E3",4,"Control",20305,"NSFTV_625"
"E3",4,"Low water",16475,"NSFTV_625"
"E3",5,"Control",24021,"NSFTV_625"
"E3",5,"Low water",19113,"NSFTV_625"
"E3",6,"Control",28724,"NSFTV_625"
"E3",6,"Low water",23216,"NSFTV_625"
"E3",7,"Control",37594,"NSFTV_625"
"E3",7,"Low water",28923,"NSFTV_625"
"E3",8,"Control",44575,"NSFTV_625"
"E3",8,"Low water",34550,"NSFTV_625"
"E3",15,"Low water",76798,"NSFTV_625"
"E3",16,"Control",198040,"NSFTV_625"
"E3",16,"Low water",81769,"NSFTV_625"
"E3",10,"Low water",47644,"NSFTV_625"
"E3",11,"Control",75170,"NSFTV_625"
"E3",11,"Low water",57224,"NSFTV_625"
"E3",12,"Control",85495,"NSFTV_625"
"E3",12,"Low water",61780,"NSFTV_625"
"E3",13,"Control",112290,"NSFTV_625"
"E3",13,"Low water",64399,"NSFTV_625"
"E3",14,"Control",148448,"NSFTV_625"
"E3",14,"Low water",68829,"NSFTV_625"
"E3",15,"Control",172038,"NSFTV_625"
"E2",15,"Low water",51666,"NSFTV_625"
"E2",16,"Control",132327,"NSFTV_625"
"E2",16,"Low water",55987,"NSFTV_625"
"E3",17,"Control",248437,"NSFTV_625"
"E3",17,"Low water",89166,"NSFTV_625"
"E3",18,"Control",289384,"NSFTV_625"
"E2",12,"Control",76428,"NSFTV_625"
"E2",12,"Low water",42152,"NSFTV_625"
"E2",13,"Control",84460,"NSFTV_625"
"E2",13,"Low water",45888,"NSFTV_625"
"E2",14,"Control",95681,"NSFTV_625"
"E2",14,"Low water",48413,"NSFTV_625"
"E2",15,"Control",111904,"NSFTV_625"
"E2",22,"Control",282424,"NSFTV_625"
"E2",22,"Low water",76079,"NSFTV_625"
"E2",23,"Control",312148,"NSFTV_625"
"E2",17,"Control",151376,"NSFTV_625"
"E2",17,"Low water",58976,"NSFTV_625"
"E2",18,"Control",179131,"NSFTV_625"
"E2",18,"Low water",66904,"NSFTV_625"
"E2",19,"Control",204875,"NSFTV_625"
"E2",19,"Low water",70864,"NSFTV_625"
"E2",20,"Control",228202,"NSFTV_625"
"E2",20,"Low water",73366,"NSFTV_625"
"E2",21,"Control",253482,"NSFTV_625"
"E2",21,"Low water",76451,"NSFTV_625"
"E2",23,"Low water",79679,"NSFTV_625"
"E3",10,"Low water",37192,"NSFTV_622"
"E3",17,"Control",241910,"NSFTV_622"
"E3",10,"Control",77098,"NSFTV_622"
"E3",7,"Low water",23218,"NSFTV_622"
"E3",17,"Low water",85773,"NSFTV_622"
"E3",16,"Control",198436,"NSFTV_622"
"E3",16,"Low water",78697,"NSFTV_622"
"E2",12,"Control",59393.5,"NSFTV_622"
"E2",15,"Control",84299,"NSFTV_622"
"E3",11,"Control",83557,"NSFTV_622"
"E3",9,"Low water",29251,"NSFTV_622"
"E2",14,"Low water",46452.5,"NSFTV_622"
"E3",6,"Low water",18524,"NSFTV_622"
"E3",7,"Control",39777,"NSFTV_622"
"E3",6,"Control",32856,"NSFTV_622"
"E3",5,"Control",25305,"NSFTV_622"
"E3",8,"Control",44421,"NSFTV_622"
"E3",8,"Low water",26362,"NSFTV_622"
"E2",21,"Low water",68799,"NSFTV_622"
"E2",22,"Control",203856,"NSFTV_622"
"E2",22,"Low water",64427,"NSFTV_622"
"E2",23,"Control",234049,"NSFTV_622"
"E2",1,"Low water",9255,"NSFTV_622"
"E3",11,"Low water",43531,"NSFTV_622"
"E3",12,"Control",96570,"NSFTV_622"
"E2",16,"Low water",49981.5,"NSFTV_622"
"E3",5,"Low water",14444,"NSFTV_622"
"E3",4,"Low water",12651,"NSFTV_622"
"E3",13,"Low water",54149,"NSFTV_622"
"E2",11,"Low water",34575.5,"NSFTV_622"
"E2",12,"Low water",36903.5,"NSFTV_622"
"E2",13,"Control",63139.5,"NSFTV_622"
"E3",9,"Control",53664,"NSFTV_622"
"E2",14,"Control",76084,"NSFTV_622"
"E2",1,"Control",10956,"NSFTV_622"
"E3",0,"Control",8233,"NSFTV_622"
"E2",15,"Low water",48429,"NSFTV_622"
"E2",16,"Control",101780,"NSFTV_622"
"E3",3,"Low water",11717,"NSFTV_622"
"E3",4,"Control",21314,"NSFTV_622"
"E3",13,"Control",123975,"NSFTV_622"
"E2",10,"Control",48503,"NSFTV_622"
"E3",14,"Low water",58886,"NSFTV_622"
"E3",15,"Control",170271,"NSFTV_622"
"E3",15,"Low water",68187,"NSFTV_622"
"E2",0,"Control",9373,"NSFTV_622"
"E2",0,"Low water",8444.5,"NSFTV_622"
"E3",22,"Control",472953,"NSFTV_622"
"E3",22,"Low water",119124,"NSFTV_622"
"E3",0,"Low water",5419,"NSFTV_622"
"E2",23,"Low water",63714,"NSFTV_622"
"E3",18,"Control",289854,"NSFTV_622"
"E3",18,"Low water",96554,"NSFTV_622"
"E2",17,"Control",113268.5,"NSFTV_622"
"E3",12,"Low water",48393,"NSFTV_622"
"E2",10,"Low water",33117,"NSFTV_622"
"E2",11,"Control",55314.5,"NSFTV_622"
"E2",20,"Low water",66399.5,"NSFTV_622"
"E2",21,"Control",198048,"NSFTV_622"
"E2",13,"Low water",40963,"NSFTV_622"
"E2",5,"Control",23960.5,"NSFTV_622"
"E2",5,"Low water",19313,"NSFTV_622"
"E2",6,"Low water",21950.5,"NSFTV_622"
"E3",1,"Control",11842,"NSFTV_622"
"E3",1,"Low water",7259,"NSFTV_622"
"E3",2,"Control",16107,"NSFTV_622"
"E3",19,"Control",326388,"NSFTV_622"
"E3",19,"Low water",104041,"NSFTV_622"
"E2",18,"Low water",60605,"NSFTV_622"
"E3",14,"Control",155846,"NSFTV_622"
"E2",19,"Control",148296,"NSFTV_622"
"E2",19,"Low water",61169.5,"NSFTV_622"
"E2",20,"Control",171402,"NSFTV_622"
"E2",7,"Low water",26621,"NSFTV_622"
